id,data,label
8282,"In the event of sub-paragraph above, the Contractor shall then proceed in accordance with all other obligations under the Contract.",CONTRACTOR#OBLI-direct
8283,"and the Employer shall be entitled subject to Sub-Clause to payment by the Contractor or a reduction in the Contract Price as described under sub-paragraphs of Sub-Clause, respectively.",CONTRACTOR#OBLI-explain
8284,"This entitlement shall be without prejudice to any other rights the Employer may have, under the Contract or otherwise.",NON
8285,"Except as stated in Sub-Clause, the Works shall be taken over by the Employer when the Works have been completed in accordance with the Contract, including the passing of the Tests on Completion and except as allowed in sub-paragraph below.",EMPLOYER#OBLI-explain
8286,"Except as stated in Sub-Clause, the Works shall be taken over by the Employer when if applicable, the Employer has given a Notice of No-objection to the as-built records submitted under Sub-Clause.",EMPLOYER#OBLI-explain
8287,"Except as stated in Sub-Clause, the Works shall be taken over by the Employer when if applicable, the Employer has given a Notice of No-objection to the provisional O&M Manuals for the Works submitted under Sub-Clause.",EMPLOYER#OBLI-explain
8288,"the Works shall be taken over by the Employer when if applicable, the Contractor has carried out the training as described under Sub-Clause.",EMPLOYER#OBLI-explain
8289,"a Taking-Over Certificate for the Works has been issued, or is deemed to have been issued in accordance with this Sub-Clause.",NON
8290,"The Contractor may apply for a Taking-Over Certificate by giving a Notice to the Employer not more than 14 days before the Works will, in the Contractor’s opinion, be complete and ready for taking over.",NON
8291,"If the Works are divided into Sections, the Contractor may similarly apply for a Taking-Over Certificate for each Section.",NON
8292,"If any part of the Works is taken over under Sub-Clause, the remaining Works or Section shall not be taken over until the conditions described in sub-paragraph above have been fulfilled.",NON
8293,"The Employer shall, within 28 days after receiving the Contractor’s Notice, issue the Taking-Over Certificate to the Contractor, stating the date on which the Works or Section were completed in accordance with the Contract, except for any minor outstanding work and defects which will not substantially affect the safe use of the Works or Section for their intended purpose.",EMPLOYER#OBLI-direct
8294,"The Employer shall, within 28 days after receiving the Contractor’s Notice, reject the application by giving a Notice to the Contractor, with reasons.",EMPLOYER#OBLI-direct
8295,"This Notice shall specify the work required to be done, the defects required to be remedied and the documents required to be submitted by the Contractor to enable the Taking-Over Certificate to be issued.",NON
8296,"The Contractor shall then complete this work, remedy such defects and submit such documents before giving a further Notice under this Sub-Clause.",CONTRACTOR#OBLI-direct
8297,"If the Employer does not issue the Taking-Over Certificate or reject the Contractor's application within this period of 28 days, and if the conditions described in sub-paragraph above have been fulfilled, the Works or Section shall be deemed to have been completed in accordance with the Contract on the fourteenth day after the Employer receives the Contractor's Notice of application and the Taking-Over Certificate shall be deemed to have been issued.",NON
8298,"Parts of the Works shall not be taken over or used by the Employer, except as may be stated in the Employer's Requirements or as may be agreed by both Parties.",EMPLOYER#OBLI-direct
8299,"If the Contractor is prevented, for more than 14 days, the Contractor shall carry out the Tests on Completion as soon as practicable and, in any case, before the expiry date of the relevant DNP.",CONTRACTOR#OBLI-direct
8300,"if the Contractor suffers delay and incurs Cost as a result of being so prevented, the Contractor shall be entitled subject to Sub-Clause to EOT and payment of such Cost Plus Profit.",EMPLOYER#OBLI-explain
8301,"In order that the Works and Contractor's Documents, and each Section, shall be in the condition required by the Contract by the expiry date of the relevant Defects Notification Period or as soon as practicable thereafter, the Contractor shall complete any work which is outstanding on the relevant Date of Completion, within the time stated in the Taking-Over Certificate or such other reasonable time as is instructed by the Employer.",CONTRACTOR#OBLI-direct
8302,"the Contractor shall execute all work required to remedy defects or damage, of which a Notice is given to the Contractor by the Employer on or before the expiry date of the DNP for the Works or Section.",CONTRACTOR#OBLI-direct
8303,"If a defect appears or damage occurs during the relevant DNP, a Notice shall be given to the Contractor accordingly, by the Employer.",EMPLOYER#OBLI-direct
8304,Promptly thereafter:,NON
8305,the Contractor and the Employer’s Personnel shall jointly inspect the defect or damage.,CONTRACTOR#EMPLOYER#OBLI-direct
8306,the Contractor shall then prepare and submit a proposal for necessary remedial work.,CONTRACTOR#OBLI-direct
8307,"the second, third and fourth paragraphs of Sub-Clause shall apply.",NON
8308,"All work under Sub-Clause shall be executed at the risk and cost of the Contractor, if and to the extent that the work is attributable to the design of the Works, other than a part of the design for which the Employer is responsible.",CONTRACTOR#EMPLOYER#OBLI-direct
8309,"All work under Sub-Clause shall be executed at the risk and cost of the Contractor, if and to the extent that the work is attributable to Plant, Materials or workmanship not being in accordance with the Contract.",CONTRACTOR#OBLI-direct
8310,"All work under Sub-Clause shall be executed at the risk and cost of the Contractor, if and to the extent that the work is attributable to improper operation or maintenance which was attributable to matters for which the Contractor is responsible.",CONTRACTOR#OBLI-direct
8311,failure by the Contractor to comply with any other obligation under the Contract shall be executed at the risk and cost of the Contractor.,CONTRACTOR#OBLI-direct
8312,"If the Contractor considers that the work is attributable to any other cause, the Contractor shall promptly give a Notice to the Employer.",CONTRACTOR#OBLI-direct
8313,and the Employer’s Representative shall proceed under Sub-Clause to agree or determine the cause.,OBLI-direct#OTHERS
8314,"If it is agreed or determined that the work is attributable to a cause other than those listed above, Sub-Clause shall apply as if such work had been instructed by the Employer.",NON
8315,"The Employer shall be entitled to an extension of the DNP for the Works or a Section if and to the extent that the Works, Section or a major item of Plant cannot be used for the intended purpose by reason of a defect or damage which is attributable to any of the matters under Sub-Clause.",NON
8316,The Employer shall be entitled to an extension of the DNP for the Works or a Section subject to Sub-Clause.,NON
8317,"However, a DNP shall not be extended by more than a period of two years after the expiry of the DNP stated in the Contract Data.",NON
8318,"If delivery and erection of Plant and Materials was suspended under Sub-Clause, the Contractor’s obligations under this Clause shall not apply to any defects or damage occurring more than two years after the DNP for the Works, of which the Plant and Materials form part, would otherwise have expired.",CONTRACTOR#OBLI-direct
8319,"If the remedying of any defect or damage under Sub-Clause is unduly delayed by the Contractor, a date may be fixed by the Employer, on or by which the defect or damage is to be remedied.",CONTRACTOR#OBLI-direct
8320,"A Notice of this fixed date shall be given to the Contractor by the Employer, which Notice shall allow the Contractor reasonable time to remedy the defect or damage.",EMPLOYER#OBLI-direct
8321,"If the Contractor fails to remedy the defect or damage by the date stated in this Notice and this remedial work was to be executed at the cost of the Contractor under Sub-Clause, the Employer may carry out the work or have the work carried out by others, in the manner required under the Contract and at the Contractor’s cost, but the Contractor shall have no responsibility for this work.",CONTRACTOR#OBLI-explain
8322,The Employer shall be entitled subject to Sub-Clause to payment by the Contractor of the costs reasonably incurred by the Employer in remedying the defect or damage.,CONTRACTOR#OBLI-explain
8325,The reduction shall be in full satisfaction of this failure only and shall be in the amount as shall be appropriate to cover the reduced value to the Employer as a result of this failure.,NON
8328,"The Employer shall then be entitled subject to Sub-Clause to recover from the Contractor all sums paid for the Works, plus financing charges and any costs incurred in dismantling the same, clearing the Site and returning Plant and Materials to the Contractor.",CONTRACTOR#OBLI-explain
8329,"The exercise of discretion by the Employer under sub-paragraphabove shall be without prejudice to any other rights the Employer may have, under the Contract or otherwise.",NON
8330,"If, during the DNP, the Contractor considers that any defect or damage in any Plant cannot be remedied expeditiously on the Site the Contractor shall give a Notice, with reasons, to the Employer requesting consent to remove the defective or damaged Plant off the Site for the purposes of repair.",CONTRACTOR#OBLI-direct
8331,This Notice shall clearly identify each item of defective or damaged Plant.,NON
8332,This Notice shall give details of the defect or damage to be repaired.,NON
8333,This Notice shall clearly identify each item of defective or damaged Plant.,NON
8334,This Notice shall give details of the place to which defective or damaged Plant is to be taken for repair.,NON
8335,This Notice shall clearly identify each item of defective or damaged Plant.,NON
8336,This Notice shall give details of the transportation to be used.,NON
8337,This Notice shall give details of the proposed inspections and testing off the Site.,NON
8338,This Notice shall give details of the planned duration required before the repaired Plant shall be returned to the Site.,NON
8339,This Notice shall give details of the planned duration for reinstallation and retesting of the repaired Plant.,NON
8340,The Contractor shall also provide any further details that the Employer may reasonably require.,CONTRACTOR#OBLI-direct
8341,"When the Employer gives consent, the Contractor may remove from the Site such items of Plant as are defective or damaged.",CONTRACTOR#OBLI-direct
8342,"As a condition of this consent, the Employer may require the Contractor to increase the amount of the Performance Security by the full replacement cost of the defective or damaged Plant.",NON
8343,"Within 7 days of completion of the work of remedying of any defect or damage, the Contractor shall give a Notice to the Employer describing the remedied Works, Section and Plant and the proposed repeated tests.",CONTRACTOR#OBLI-direct
8344,"If the Employer does not respond within 14 days after receiving this Notice, by giving a Notice to the Contractor objecting to such proposed repeated testing and instructing the repeated tests that are necessary to demonstrate that the remedied Works, Section and Plant comply with the Contract, the Employer shall be deemed to have agreed with the Contractor’s proposed repeated testing.",NON
8345,"If the Contractor fails to give such a Notice within the 7 days, the Employer may give a Notice to the Contractor, within 14 days after the defect or damage is remedied, instructing the repeated tests that are necessary to demonstrate that the remedied Works, Section and Plant comply with the Contract.",NON
8346,"All repeated tests under this Sub-Clause shall be carried out in accordance with the terms applicable to the previous tests, except that they shall be carried out at the risk and cost of the Party liable, under Sub-Clause, for the cost of the remedial work.",OBLI-direct#OTHERS
8347,"Until the date 28 days after issue of the Performance Certificate, the Contractor shall have the right of access to all parts of the Works and to records of the operation, maintenance and performance of the Works, except as may be inconsistent with the Employer’s reasonable security restrictions.",NON
8348,Whenever the Contractor intends to access any part of the Works or such records during the relevant DNP:,NON
8349,"the Contractor shall request access by giving a Notice to the Employer, describing the parts of the Works and records to be accessed, the reasons for such access, and the Contractor’s preferred date for access.",CONTRACTOR#OBLI-direct
8350,"This Notice shall be given in reasonable time in advance of the preferred date for access, taking due regard of all relevant circumstances including the Employer’s security restrictions.",NON
8351,"within 7 days after receiving the Contractor’s Notice, the Employer shall give a Notice to the Contractor stating the Employer’s consent to the Contractor’s request.",CONTRACTOR#OBLI-direct
8352,"within 7 days after receiving the Contractor’s Notice, the Employer shall give a Notice to the Contractor proposing reasonable alternative date, with reasons.",CONTRACTOR#OBLI-direct
8353,"If the Employer fails to give this Notice within the 7 days, the Employer shall be deemed to have given consent to the Contractor’s access on the preferred date stated in the Contractor’s Notice.",NON
8354,"If the Contractor incurs additional Cost as a result of any unreasonable delay by the Employer in permitting access to the Works or such records by the Contractor, the Contractor shall be entitled subject to Sub-Clause to payment of any such Cost Plus Profit.",EMPLOYER#OBLI-explain
8355,"The Contractor shall, if instructed by the Employer, search for the cause of any defect, under the direction of the Employer.",CONTRACTOR#OBLI-direct
8356,The Contractor shall carry out the search on the date stated in the Employer’s instruction or other date agreed with the Employer.,CONTRACTOR#OBLI-direct
8357,"Unless the defect is to be remedied at the cost of the Contractor under Sub-Clause, the Contractor shall be entitled subject to Sub-Clause to payment of the Cost Plus Profit of the search.",EMPLOYER#OBLI-explain
8358,"If the Contractor fails to carry out the search in accordance with this Sub-Clause, the search may be carried out by the Employer’s Personnel.",NON
8359,The Contractor shall be given a Notice of the date when such a search will be carried out and the Contractor may attend at the Contractor’s own cost.,EMPLOYER#OBLI-explain
8360,"If the defect is to be remedied at the cost of the Contractor under Sub-Clause, the Employer shall be entitled subject to Sub-Clause to payment by the Contractor of the costs of the search reasonably incurred by the Employer.",CONTRACTOR#OBLI-explain
8361,"Performance of the Contractor’s obligations under the Contract shall not be considered to have been completed until the Employer has issued the Performance Certificate to the Contractor, stating the date on which the Contractor fulfilled the Contractor’s obligations under the Contract.",NON
8362,"The Employer shall issue the Performance Certificate to the Contractor within 28 days after the latest of the expiry dates of the Defects Notification Periods, or as soon thereafter as the Contractor has supplied all the Contractor’s Documents.",EMPLOYER#OBLI-direct
8363,"If applicable, the Employer has given a Notice of No-objection to the as-built records under Sub-Clause.",NON
8364,"The Employer shall issue the Performance Certificate to the Contractor within 28 days after the latest of the expiry dates of the Defects Notification Periods, or as soon thereafter as the Contractor has completed and tested all the Works in accordance with the Contract.",EMPLOYER#OBLI-direct
8365,"If the Employer fails to issue the Performance Certificate within this period of 28 days, the Performance Certificate shall be deemed to have been issued on the date 28 days after the date on which it should have been issued, as required by this Sub-Clause.",NON
8366,Only the Performance Certificate shall be deemed to constitute acceptance of the Works.,NON
8367,"After the issue of the Performance Certificate, each Party shall remain liable for the fulfillment of any obligation which remains unperformed at that time.",OBLI-direct#OTHERS
8368,"For the purposes of determining the nature and extent of unperformed obligations, the Contract shall be deemed to remain in force.",NON
8369,"However in relation to Plant, the Contractor shall not be liable for any defects or damage occurring more than two years after expiry of the DNP for the Plant except if prohibited by law or in any case of fraud, gross negligence, deliberate default or reckless misconduct.",CONTRACTOR#OBLI-direct
8370,"Promptly after the issue of the Performance Certificate, the Contractor shall remove any remaining Contractor’s Equipment, surplus material, wreckage, rubbish and Temporary Works from the Site.",CONTRACTOR#OBLI-direct
8371,"Promptly after the issue of the Performance Certificate, the Contractor shall reinstate all parts of the Site which were affected by the Contractor’s activities during the execution of the Works and are not occupied by the Permanent Works.",CONTRACTOR#OBLI-direct
8372,"Promptly after the issue of the Performance Certificate, the Contractor shall leave the Site and the Works in the condition stated in the Employer’s Requirements.",CONTRACTOR#OBLI-direct
8373,"If the Contractor fails to comply with sub-paragraphs above within 28 days after the issue of the Performance Certificate, the Employer may sell or otherwise dispose of any remaining items and may reinstate and clean the Site at the Contractor’s cost.",CONTRACTOR#OBLI-explain
8374,"The Employer shall be entitled subject to Sub-Clause to payment by the Contractor of the costs reasonably incurred in connection with, or attributable to, such sale or disposal and reinstating and cleaning the Site, less an amount equal to the moneys from the sale.",CONTRACTOR#OBLI-explain
8375,"If Tests after Completion are specified in the Employer's Requirements, this Clause shall apply.",NON
8376,The timing of the Tests after Completion shall be as soon as is reasonably practicable after the Works or Section have been taken over by the Employer.,NON
8377,"The Employer shall provide all electricity, water, sewage, fuel, consumables, materials, and make the Employer's Personnel and Plant available for the Tests after Completion.",EMPLOYER#OBLI-direct
8378,"The Contractor shall provide all other apparatus, assistance, documents and other information, equipment, instruments, labour, and suitably qualified, experienced and competent staff, as are necessary to carry out the Tests after Completion efficiently and properly.",CONTRACTOR#OBLI-direct
8379,"The Contractor shall submit to the Employer, not later than 42 days before the date the Contractor intends to commence the Tests after Completion, a detailed test programme showing the intended timing and resources required for these tests.",CONTRACTOR#OBLI-direct
8380,The Employer may Review the proposed test programme and may give a Notice to the Contractor stating the extent to which it does not comply with the Contract.,EMPLOYER#OBLI-direct
8381,"Within 14 days after receiving this Notice, the Contractor shall revise the test programme to rectify such non-compliance.",CONTRACTOR#OBLI-direct
8382,"If the Employer gives no such Notice within 14 days after receiving the test programme, the Employer shall be deemed to have given a Notice of No-objection.",NON
8383,"The Contractor shall, in addition to any date shown in the test programme, give a Notice to the Employer of not less than 21 days, of the date after which the Contractor will be ready to carry out each of the Tests after Completion.",CONTRACTOR#OBLI-direct
8384,The Contractor shall not commence the Tests after Completion until a Notice of No-objection is given by the Employer to the Contractor’s test programme.,CONTRACTOR#OBLI-direct
8385,"The Contractor shall commence the Tests after Completion within 14 days after the date stated in the Notice under sub-paragraph above, or on such day or days as the Employer shall instruct.",CONTRACTOR#OBLI-direct
8386,The Contractor shall proceed to carry out the Tests after Completion in accordance with the Contractor’s test programme to which the Employer has given a Notice of No-objection.,CONTRACTOR#OBLI-direct
8387,The Contractor shall proceed to carry out the Tests after Completion in accordance with the Employer’s Requirements.,CONTRACTOR#OBLI-direct
8388,"The Contractor shall proceed to carry out the Tests after Completion in accordance with if applicable, the O&M Manuals to which the Employer has given a Notice of No-objection, under Sub-Clause.",CONTRACTOR#OBLI-direct
8389,in the presence of such Employer’s Personnel and Contractor’s Personnel as either Party may reasonably request.,NON
8390,The results of the Tests after Completion shall be compiled and evaluated by both Parties.,CONTRACTOR#EMPLOYER#OBLI-direct
8391,Appropriate account shall be taken of the effect of the Employer’s prior use of the Works.,NON
8392,"If the Contractor has given a Notice under Sub-Clause that the Works or Section are ready for Tests after Completion, the Contractor shall carry out the Tests after Completion as soon as practicable and, in any case, before the expiry date of the relevant DNP.",CONTRACTOR#OBLI-direct
8393,"if the Contractor is prevented from carrying out the Tests after Completion, or these tests are unduly delayed, by the Employer’s Personnel or by a cause for which the Employer is responsible, the Contractor shall carry out the Tests after Completion as soon as practicable and, in any case, before the expiry date of the relevant DNP.",CONTRACTOR#OBLI-direct
8394,"if the Contractor incurs Cost as a result of any such prevention and/ or delay, the Contractor shall be entitled subject to Sub-Clause to payment of such Cost Plus Profit.",EMPLOYER#OBLI-explain
8395,"If, for reasons not attributable to the Contractor, a Test after Completion on the Works or any Section cannot be completed during the DNP, then the Works or Section shall be deemed to have passed this Test after Completion.",NON
8396,"Subject to Sub-Clause, if the Works, or a Section, fail to pass the Tests after Completion:",NON
8397,sub-paragraph of Sub-Clause shall apply.,NON
8398,"after remedying any defect or damage, Sub-Clause shall apply.",NON
8399,"If and to the extent that this failure and retesting are attributable to any of the matters listed in Sub-Clause and cause the Employer to incur additional costs, the Employer shall be entitled subject to Sub-Clause to payment of these costs by the Contractor.",CONTRACTOR#OBLI-explain
8400,the Employer shall be entitled subject to Sub-Clause to payment of these Performance Damages by the Contractor in full satisfaction of this failure.,CONTRACTOR#OBLI-explain
8401,"If the Contractor pays these Performance Damages to the Employer during the DNP, then the Works or Section shall be deemed to have passed these Tests after Completion.",NON
8402,"If the Works, or a Section, fail to pass a Test after Completion and, by giving a Notice to the Employer, the Contractor proposes to make adjustments or modifications to the Works or such Section:",CONTRACTOR#OBLI-direct
8403,"the Contractor may be instructed by a Notice given by the Employer that right of access to the Works or Section cannot be given until a time that is convenient to the Employer, which time shall be reasonable.",CONTRACTOR#OBLI-explain
8404,"the Contractor shall remain liable to carry out the adjustments or modifications and to satisfy this Test, within a reasonable period of receiving the Notice under sub-paragraph above.",CONTRACTOR#OBLI-direct
8405,"if the Contractor does not receive a Notice under sub-paragraph above during the relevant DNP, the Contractor shall be relieved of the obligation to make such adjustments or modifications and the Works or Section shall be deemed to have passed this Test after Completion.",CONTRACTOR#OBLI-direct
8406,"If the Contractor incurs additional Cost as a result of any unreasonable delay by the Employer in permitting access to the Works or Section by the Contractor, either to investigate the causes of a failure to pass a Test after Completion or to carry out any adjustments or modifications, the Contractor shall be entitled subject to Sub-Clause to payment of any such Cost Plus Profit.",EMPLOYER#OBLI-explain
8407,Variations may be initiated by the Employer under Sub-Clause at any time before the issue of the Taking-Over Certificate for the Works.,EMPLOYER#OBLI-explain
8408,"Other than as stated under Sub-Clause, a Variation shall not comprise the omission of any work which is to be carried out by the Employer or by others unless otherwise agreed by the Parties.",NON
8409,"The Contractor shall be bound by each Variation instructed under Sub-Clause, and shall execute the Variation with due expedition and without delay, unless the Contractor promptly gives a Notice to the Employer.",CONTRACTOR#OBLI-direct
8410,the varied work was Unforeseeable having regard to the scope and nature of the Works described in the Employer’s Requirements.,NON
8411,the Contractor cannot readily obtain the Goods required for the Variation.,NON
8412,it will adversely affect the Contractor’s ability to comply with Sub-Clause and Sub-Clause.,NON
8413,it will have an adverse impact on the achievement of the Schedule of Performance Guarantees.,NON
8414,it may adversely affect the Contractor’s obligation to complete the Works so that they shall be ft for the purpose for which they are intended under Sub-Clause.,NON
8415,"Promptly after receiving this Notice, the Employer shall respond by giving a Notice to the Contractor cancelling, confirming or varying the instruction.",EMPLOYER#OBLI-direct
8416,Any instruction so confirmed or varied shall be taken as an instruction under Sub-Clause.,NON
8417,"The Contractor may, at any time, submit to the Employer a written proposal which will accelerate completion.",CONTRACTOR#OBLI-direct
8418,"The Contractor may, at any time, submit to the Employer a written proposal which will reduce the cost to the Employer of executing, maintaining or operating the Works.",CONTRACTOR#OBLI-direct
8419,"The Contractor may, at any time, submit to the Employer a written proposal which will improve the efficiency or value to the Employer of the completed Works.",CONTRACTOR#OBLI-direct
8420,"The Contractor may, at any time, submit to the Employer a written proposal which will otherwise be of benefit to the Employer.",CONTRACTOR#OBLI-direct
8421,The proposal shall be prepared at the cost of the Contractor and shall include the details as stated in Sub-Clause.,CONTRACTOR#OBLI-direct
8422,"The Employer shall, as soon as practicable after receiving such proposal, respond by giving a Notice to the Contractor of the Employer’s consent or otherwise.",EMPLOYER#OBLI-direct
8423,The Employer’s consent or otherwise shall be at the sole discretion of the Employer.,NON
8424,The Contractor shall not delay any work while awaiting a response.,CONTRACTOR#OBLI-direct
8425,"If the Employer gives his/her consent to the proposal, with or without comments, the Employer shall then instruct a Variation.",EMPLOYER#OBLI-direct
8426,Thereafter the Contractor shall submit any further particulars that the Employer may reasonably require.,CONTRACTOR#OBLI-direct
8427,"If the Employer gives his/her consent to the proposal, with or without comments, the Employer shall then instruct a Variation.",CONTRACTOR#OBLI-direct
8428,"Thereafter then the third paragraph of Sub-Clause shall apply which shall include consideration by the Employer of the sharing of the benefit, costs and delay between the Parties stated in the Particular Conditions.",NON
8429,"Subject to Sub-Clause, Variations shall be initiated by the Employer in accordance with either of the following procedures:",EMPLOYER#OBLI-direct
8430,The Employer may instruct a Variation by giving a Notice to the Contractor in accordance with Sub-Clause.,EMPLOYER#OBLI-direct
8431,"The Contractor shall proceed with execution of the Variation and shall within 28 days of receiving the Employer’s instruction, submit to the Employer’s Representative detailed particulars including a description of the varied work performed or to be performed, including details of the resources and methods adopted or to be adopted by the Contractor.",CONTRACTOR#OBLI-direct
8432,"The Contractor shall proceed with execution of the Variation and shall within 28 days of receiving the Employer’s instruction, submit to the Employer’s Representative detailed particulars including a programme for its execution and the Contractor’s proposal for any necessary modifications to the Programme according to Sub-Clause and to the Time for Completion.",CONTRACTOR#OBLI-direct
8433,"The Contractor shall proceed with execution of the Variation and shall within 28 days of receiving the Employer’s instruction, submit to the Employer’s Representative detailed particulars including the Contractor’s proposal for adjustment to the Contract Price, with supporting particulars.",CONTRACTOR#OBLI-direct
8434,"Whenever the omission of any work forms part of a Variation, and if the Contractor has incurred or will incur cost which, if the work had not been omitted, would have been deemed to be covered by a sum forming part of the Contract Price stated in the Contract Agreement, this cost may be included in the Contractor’s proposal.",NON
8435,"Whenever the omission of any work forms part of a Variation, and if the omission of the work has resulted or will result in this sum not forming part of the Contract Price, this cost may be included in the Contractor’s proposal.",NON
8436,"If the Parties have agreed to the omission of any work which is to be carried out by others, the Contractor’s proposal may also include the amount of any loss of profit and other losses and damages suffered by the Contractor as a result of the omission.",NON
8437,"Thereafter, the Contractor shall submit any further particulars that the Employer’s Representative may reasonably require.",CONTRACTOR#OBLI-direct
8438,"The Employer’s Representative shall then proceed under Sub-Clause to agree or determine EOT, if any.",OBLI-direct#OTHERS
8439,"and The Employer’s Representative shall then proceed under Sub-Clause to agree or determine the adjustments to the Contract Price and the Schedule of Payments, if any.",OBLI-direct#OTHERS
8440,Schedule of Payments shall be the date of commencement of the time limit for agreement under Sub-Clause.,NON
8441,"If no Schedule of Rates and Prices is included in the Contract, the adjustments under sub-paragraph above shall be derived from the Cost Plus Profit of executing the work.",NON
8442,"If a Schedule of Rates and Prices is included in the Contract, the following provisions of this Sub-Clauseshall apply to the adjustments under sub-paragraph above.",NON
8443,"For each item of work forming part of a Variation, the appropriate rate or price for the item shall be the rate or price specified for such item in the Schedule of Rates and Prices or, if there is no such item, the rate or price specified for similar work.",NON
8444,"However, a new rate or price shall be appropriate for an item of work if no rate or price for this item is specified in the Schedule of Rates and Prices and no specified rate or price is appropriate because the item of work is not of similar character, or is not executed under similar conditions, as any item in the Contract.",NON
8445,"Each new rate or price shall be derived from any relevant rates or prices in the Schedule of Rates and Prices, with reasonable adjustments taking account of all relevant circumstances.",NON
8446,"If no rates or prices are relevant for the derivation of a new rate or price, it shall be derived from the Cost Plus Profit of executing the work.",NON
8447,"Until such time as the adjustments under sub-paragraph above are agreed or determined, the Employer shall assess a provisional rate or price for the purposes of interim payment under Sub-Clause.",EMPLOYER#OBLI-direct
8448,"The Employer may request a proposal, before instructing a Variation, by giving a Notice to the Contractor.",EMPLOYER#OBLI-direct
8449,"The Contractor shall respond to this Notice as soon as practicable, by submitting a proposal, which shall include the matters as described in Sub-Clause.",CONTRACTOR#OBLI-direct
8450,"The Contractor shall respond to this Notice as soon as practicable, by giving reasons why the Contractor cannot comply, by reference to the matters described in Sub-Clause.",CONTRACTOR#OBLI-direct
8451,"If the Contractor submits a proposal, the Employer shall, as soon as practicable after receiving it, respond by giving a Notice to the Contractor stating the Employer’s consent or otherwise.",EMPLOYER#OBLI-direct
8452,The Contractor shall not delay any work whilst awaiting a response.,CONTRACTOR#OBLI-direct
8453,"If the Employer gives consent to the proposal, with or without comments, the Employer shall then instruct the Variation.",EMPLOYER#OBLI-direct
8454,"Thereafter, the Contractor shall submit any further particulars that the Employer may reasonably require and the third paragraph of Sub-Clause shall apply.",CONTRACTOR#OBLI-direct
8455,"If the Employer does not give consent to the proposal, with or without comments, and if the Contractor has incurred Cost as a result of submitting it, the Contractor shall be entitled subject to Sub-Clause to payment of such Cost.",EMPLOYER#OBLI-explain
8456,"Each Provisional Sum shall only be used, in whole or in part, in accordance with the Employer’s instructions.",NON
8457,the Contract Price shall be adjusted accordingly.,NON
8458,"The total sum paid to the Contractor shall include only such amounts for the work, supplies or services to which the Provisional Sum relates, as the Employer shall have instructed.",NON
8459,"For each Provisional Sum, the Employer may instruct:",EMPLOYER#OBLI-direct
8460,"work to be executed by the Contractor, and for which adjustments to the Contract Price and the Schedule of Payments shall be agreed or determined under Sub-Clause.",NON
8461,"and/Plant, Materials, works or services to be purchased by the Contractor from a nominated Subcontractor or otherwise, and for which the actual amounts paid by the Contractor shall be included in the Contract Price.",NON
8462,"Plant, Materials, works or services to be purchased by the Contractor from a nominated Subcontractor or otherwise, and for which a sum for overhead charges and profit, calculated as a percentage of these actual amounts by applying the relevant percentage rate stated in the applicable Schedule shall be included in the Contract Price.",NON
8463,"If there is no such rate, the percentage rate stated in the Contract Data shall be applied.",NON
8464,"If the Employer instructs the Contractor under sub-paragraph above, this instruction may include a requirement for the Contractor to submit quotations from the Contractor’s suppliers and subcontractors for all of the items of the work to be executed or Plant, Materials, works or services to be purchased.",NON
8465,"Thereafter, the Employer may respond by giving a Notice either instructing the Contractor to accept one of these quotations, or revoking the instruction.",EMPLOYER#OBLI-direct
8466,"If the Employer does not so respond within 7 days of receiving the quotations, the Contractor shall be entitled to accept any of these quotations at the Contractor’s discretion.",NON
8467,"Each Statement that includes a Provisional Sum shall also include all applicable invoices, vouchers and accounts or receipts in substantiation of the Provisional Sum.",NON
8468,"If a Daywork Schedule is not included in the Contract, this Sub-Clause shall not apply.",NON
8469,"For work of a minor or incidental nature, the Employer may instruct that a Variation shall be executed on a daywork basis.",NON
8470,"The work shall then be valued in accordance with the Daywork Schedule, and the following procedure shall apply.",NON
8471,"Before ordering Goods for such work, the Contractor shall submit one or more quotations from the Contractor’s suppliers and subcontractors to the Employer.",CONTRACTOR#OBLI-direct
8472,"Thereafter, the Employer may instruct the Contractor to accept one of these quotations.",CONTRACTOR#OBLI-explain
8473,"If the Employer does not so instruct the Contractor within 7 days of receiving the quotations, the Contractor shall be entitled to accept any of these quotations at the Contractor’s discretion.",NON
8474,"Except for any items for which the Daywork Schedule specifies that payment is not due, the Contractor shall deliver each day to the Employer accurate statements in duplicate, which shall include records of the resources used in executing the previous day’s work.",CONTRACTOR#OBLI-direct
8475,"One copy of each statement shall, if correct and agreed, be signed by the Employer and promptly returned to the Contractor.",EMPLOYER#OBLI-explain
8476,"If not correct or agreed, the Employer’s Representative shall proceed under Sub-Clause to agree or determine the resources.",OBLI-direct#OTHERS
8477,"In the next Statement, the Contractor shall then submit priced statements of the agreed or determined resources to the Employer, together with all applicable invoices, vouchers and accounts or receipts in substantiation of any Goods used in the daywork.",CONTRACTOR#OBLI-direct
8478,"Unless otherwise stated in the Daywork Schedule, the rates and prices in the Daywork Schedule shall be deemed to include taxes, overheads and profit.",NON
8479,"Subject to the following provisions of this Sub-Clause, the Contract Price shall be adjusted to take account of any increase or decrease in Cost resulting from a change in the Laws of the Country.",NON
8480,"Subject to the following provisions of this Sub-Clause, the Contract Price shall be adjusted to take account of any increase or decrease in Cost resulting from a change in the judicial or official governmental interpretation or implementation of the Laws referred to in sub-paragraph above.",NON
